case,fio2,temp,humidity,fico2,out_ctotal,out_ph2o,out_fh2o,out_ch2o,out_po2,out_fo2,out_co2,out_pco2,out_fco2,out_cco2,out_pn2,out_fn2,out_cn2,out_pother,out_fother,out_cother
room_air_37C,0.205,37.0,1.0,0.000392,39.551047016654806,46.11606128598529,0.06028243305357554,2.384233343980312,147.371207436373,0.19264210122401698,7.61919680289827,0.28180250397589374,0.00036836928624299834,0.0145693909596884,571.2309287736658,0.7467070964361645,29.53304747881654,0.0,0.0,0.0
room_air_dry_37C,0.205,37.0,0.0,0.000392,39.551047016654806,0.0,0.0,0.0,156.825,0.205,8.107964638414234,0.29988,0.000392,0.015504010430528684,607.87512,0.7946080000000001,31.427578367810046,0.0,0.0,0.0
room_air_25C,0.205,25.0,1.0,0.000392,41.142905357087,23.677458796799993,0.030950926531764695,1.273411041010548,151.971120946656,0.1986550600609882,8.173246334795673,0.29059843615165437,0.0003798672367995482,0.01562884177190197,589.0608218203924,0.7700141461704476,31.680619139508885,0.0,0.0,0.0
fio2_80_37C,0.8,37.0,1.0,0.000392,39.551047016654806,46.11606128598529,0.06028243305357554,2.384233343980312,575.1071509712118,0.7517740535571397,29.733450938139597,0.28180250397589374,0.00036836928624299834,0.0145693909596884,143.494985238827,0.18757514410304185,7.418793343575209,0.0,0.0,0.0
fio2_21_hypercap,0.21,37.0,1.0,0.05,39.551047016654806,46.11606128598529,0.06028243305357554,2.384233343980312,150.96562712994307,0.1973406890587491,7.805030871261643,35.94419693570074,0.04698587834732123,1.8583406836337248,531.9741146483708,0.695390999540354,27.503442117779123,0.0,0.0,0.0
