t,BLOOD_A.vol,BLOOD_A.pres,BLOOD_A.to2,BLOOD_A.tco2,BLOOD_A.temp,BLOOD_B.vol,BLOOD_B.pres,BLOOD_B.to2,BLOOD_B.tco2,BLOOD_B.temp,R_AB.flow,TVE_ISOLATED.vol,TVE_ISOLATED.pres,TVE_ISOLATED.el_min_eff,TVE_ISOLATED.el_max_eff
0.16050000000000011,0.07599274446530016,76.00277218717189,8,20,37,0.07400725553469986,73.99722781282814,5.297562265280519,25.40487546943893,34.9731716989603,0.020055443743437422,0.02,27.5,500,5000
0.17050000000000012,0.07581197258543024,75.8201743287174,8,20,37,0.07418802741456978,74.17982567128261,5.304147219302909,25.391705561394165,34.978110414477094,0.016403486574347852,0.02,27.5,500,5000
0.18050000000000013,0.07566411801076217,75.67082627349714,8,20,37,0.07433588198923785,74.32917372650289,5.309509288812159,25.380981422375665,34.98213196660902,0.013416525469942542,0.02,27.5,500,5000
0.19050000000000014,0.07554318672838564,75.5486734630158,8,20,37,0.07445681327161438,74.45132653698423,5.313879130571829,25.37224173885633,34.985409347928766,0.010973469260315767,0.02,27.5,500,5000
0.20050000000000015,0.07544427619355734,75.4487638318761,8,20,37,0.07455572380644268,74.55123616812392,5.317442715475094,25.36511456904981,34.98808203660622,0.008975276637521717,0.02,27.5,500,5000
0.21050000000000016,0.07536337658091982,75.36704705143417,8,20,37,0.0746366234190802,74.63295294856586,5.320350374413218,25.359299251173557,34.99026278080982,0.0073409410286831185,0.02,27.5,500,5000
0.22050000000000017,0.07529720822649469,75.30021032979262,8,20,37,0.07470279177350533,74.69978967020741,5.322723886861035,25.354552226277928,34.99204291514568,0.0060042065958521105,0.02,27.5,500,5000
0.23050000000000018,0.07524308867036096,75.24554411147571,8,20,37,0.07475691132963906,74.7544558885243,5.324662075482172,25.350675849035657,34.99349655661154,0.004910882229514044,0.02,27.5,500,5000
0.24050000000000019,0.07519882390993952,75.20083223226214,8,20,37,0.0748011760900605,74.79916776773787,5.32624524834743,25.347509503305144,34.99468393626048,0.004016644645242735,0.02,27.5,500,5000
0.25050000000000017,0.07516261945529976,75.16426207606037,8,20,37,0.07483738054470027,74.83573792393966,5.327538744083379,25.344922511833243,34.99565405806245,0.0032852415212070696,0.02,27.5,500,5000
0.2605000000000002,0.07513300758067795,75.13435109159389,8,20,37,0.07486699241932207,74.86564890840613,5.3285957731570015,25.342808453686004,34.99644682986765,0.0026870218318775585,0.02,27.5,500,5000
0.2705000000000002,0.07510878782298952,75.1098866898884,8,20,37,0.0748912121770105,74.89011331011163,5.329459703131978,25.34108059373606,34.997094777348885,0.0021977337977676825,0.02,27.5,500,5000
